sample_id,country,region,latitude,longitude,altitude,sampling_date,nitrogen_total,phosphorus_avail,potassium_exch,pH_water,organic_carbon,sand_percent,silt_percent,clay_percent,bulk_density,cation_exchange_cap,NDVI_mean,NDVI_std,rainfall_annual,landcover_class,crop_type_reported,yield_reported,fertility_score
UGA_2016_0134,Uganda,Northern,-2.0814,31.2603,1405.0,2016-10-05,2.246,64.57,1.312,3.98,24.19,29.4,29.7,40.9,,30.43,0.437,0.021,1222,Cropland,Tea,2032.0,30.44
TAN_2015_0135,Tanzania,Mara,-4.2545,37.4797,1894.0,2015-03-26,3.223,55.06,2.271,6.52,31.29,42.6,38.6,18.8,1.302,17.7,0.454,0.066,677,Cropland,,,51.52
RWA_2016_0136,Rwanda,Western,-10.2994,37.1319,918.0,2016-08-27,3.27,30.18,2.327,7.28,31.22,13.3,18.0,68.8,1.084,42.23,0.299,0.147,1046,Cropland,Millet,2240.0,43.52
RWA_2022_0137,Rwanda,Western,-7.7757,36.9222,958.0,2022-02-11,6.077,135.6,3.87,6.55,60.61,10.3,51.4,38.3,1.201,47.09,0.636,0.145,1832,Cropland,Millet,3211.0,84.31
MAL_2019_0138,Malawi,Southern,-10.2656,36.7924,3348.0,2019-01-14,2.733,23.07,0.978,4.81,34.4,67.2,24.9,7.9,,19.67,0.407,0.051,840,Cropland,Maize,3593.0,28.59
RWA_2017_0139,Rwanda,Northern,-13.3157,41.7841,912.0,2017-08-29,4.365,87.99,1.788,5.51,48.06,14.8,42.8,42.4,1.153,39.03,0.277,0.054,1472,Grassland,,,56.03
RWA_2021_0140,Rwanda,Southern,3.9431,33.6905,1253.0,2021-11-22,4.665,85.87,3.87,5.95,48.45,83.6,10.7,5.7,1.405,26.84,0.295,0.263,1463,,,,69.04
ZIM_2021_0141,Zimbabwe,Matabeleland,-4.6327,29.0206,400.0,2021-06-20,4.414,61.44,1.882,6.83,39.45,32.6,44.4,23.0,1.24,29.68,0.451,0.029,844,Grassland,,,57.03
TAN_2021_0142,Tanzania,Arusha,-4.8772,39.4048,551.0,2021-12-22,3.321,53.28,1.419,6.83,34.97,61.7,31.7,6.6,1.265,17.47,0.488,0.089,310,Cropland,,,48.29
ZAM_2015_0143,Zambia,Eastern,-8.2253,35.8923,1029.0,2015-08-21,2.688,35.55,1.745,5.72,25.77,74.6,10.5,14.9,1.267,19.28,,,817,Cropland,,,41.32
MAL_2021_0144,Malawi,Northern,3.6639,36.9236,967.0,2021-09-21,8.45,80.77,2.323,6.18,67.8,55.4,35.1,9.5,1.363,35.64,0.399,0.043,593,Grassland,,,78.78
ZIM_2015_0145,Zimbabwe,Matabeleland,4.4023,28.3077,1495.0,2015-04-07,4.051,59.94,1.955,5.29,40.91,29.0,32.9,38.2,1.218,33.27,0.334,0.058,568,Cropland,,,53.3
ZIM_2022_0146,Zimbabwe,Manicaland,-2.4359,29.6992,690.0,2022-01-27,3.245,35.36,2.446,5.04,32.24,25.9,33.2,40.8,,33.16,0.252,0.019,919,,,,36.16
TAN_2022_0147,Tanzania,Arusha,-13.0525,32.2429,391.0,2022-12-24,2.085,66.04,1.128,7.72,18.9,80.4,8.1,11.5,1.382,13.9,,,800,Cropland,,,35.27
UGA_2019_0148,Uganda,Western,-7.3527,34.2038,1281.0,2019-10-10,5.084,86.55,3.87,9.04,50.45,67.8,19.0,13.2,1.244,29.83,0.752,0.095,1493,Cropland,,,67.69
ETH_2016_0149,Ethiopia,Amhara,-6.6458,29.0232,2488.0,2016-08-24,,77.2,2.053,5.9,40.28,70.4,19.3,10.4,1.159,24.34,0.379,0.014,1213,Cropland,,,59.36
TAN_2019_0150,Tanzania,Kilimanjaro,-9.4047,35.9093,1458.0,2019-09-18,4.495,67.69,2.082,5.94,,16.6,17.3,66.1,1.165,41.56,0.662,0.038,445,Cropland,,,55.09
ZIM_2018_0151,Zimbabwe,Matabeleland,3.9513,38.7359,1516.0,2018-08-22,4.932,40.42,0.519,8.27,49.15,11.3,36.8,51.9,1.427,,0.331,0.028,421,Cropland,Beans,1655.0,36.93
TAN_2019_0152,Tanzania,Mara,1.4779,37.0653,611.0,2019-08-01,3.255,156.3,1.633,5.24,27.33,38.5,44.3,17.2,1.14,,0.473,0.021,837,Bare,,,55.77
RWA_2019_0153,Rwanda,Northern,-13.9533,38.9599,1344.0,2019-06-02,3.007,55.09,1.915,7.24,34.22,28.5,4.9,66.6,1.109,46.14,0.321,0.288,1144,Cropland,,,43.87
ZIM_2022_0154,Zimbabwe,Mashonaland,-7.6743,28.7411,1059.0,2022-10-03,2.022,84.26,1.659,7.84,22.11,69.9,11.9,18.2,,16.47,0.342,0.056,654,Cropland,,,45.54
ZAM_2020_0155,Zambia,Copperbelt,-7.6794,39.2995,527.0,2020-04-06,4.557,74.79,1.443,6.75,52.04,19.7,31.1,49.2,1.204,48.7,0.553,0.097,891,Cropland,,,55.0
ZAM_2021_0156,Zambia,Lusaka,-5.1081,40.5265,907.0,2021-01-23,3.953,68.74,1.611,6.26,35.23,38.8,36.9,24.2,1.324,28.16,0.789,0.024,627,Grassland,,,50.0
ZAM_2017_0157,Zambia,Copperbelt,-10.3362,40.1016,1971.0,2017-09-11,2.589,46.16,2.051,3.81,31.43,70.0,13.8,16.2,1.249,17.71,0.178,0.249,812,Cropland,Coffee,1414.0,31.2
ETH_2016_0158,Ethiopia,Tigray,-6.4466,36.3449,905.0,2016-09-26,3.472,,1.431,8.09,33.49,66.7,13.4,19.9,1.194,23.15,0.471,0.01,725,,,,47.28
TAN_2017_0159,Tanzania,Kilimanjaro,-10.3542,40.3382,951.0,2017-02-08,1.814,19.59,1.421,6.61,21.11,79.8,7.0,13.3,1.256,18.56,0.28,0.01,690,Grassland,,,35.31
RWA_2021_0160,Rwanda,Eastern,-8.3259,32.4306,498.0,2021-11-29,2.993,71.42,1.148,7.52,26.19,,,,1.48,16.98,0.291,0.012,746,Forest,,,45.18
ZAM_2022_0161,Zambia,Copperbelt,-11.407,36.093,363.0,2022-10-05,2.153,41.84,0.92,6.59,25.16,83.0,-2.0,19.0,1.236,16.64,,,254,Cropland,,,40.27
UGA_2018_0162,Uganda,Eastern,-14.2443,37.0072,1582.0,2018-02-16,1.91,67.98,1.104,6.22,21.62,51.4,37.6,11.0,1.176,19.22,0.541,0.031,1316,Bare,,,34.68
ETH_2017_0163,Ethiopia,Tigray,-10.4266,40.3549,900.0,2017-12-22,5.022,53.41,1.551,6.25,42.9,,,,1.253,25.02,0.319,0.052,737,Forest,,,59.4
KEN_2015_0164,Kenya,Central,-5.5859,30.2032,822.0,2015-05-31,4.808,44.23,1.866,7.34,46.3,,,,1.188,32.89,0.396,0.118,1179,Cropland,,,52.03
TAN_2023_0165,Tanzania,Mwanza,4.6864,33.3687,1381.0,2023-07-30,3.167,102.74,2.233,8.95,38.33,19.7,38.1,42.2,1.149,36.27,0.725,0.01,254,Grassland,,,46.7
TAN_2017_0166,Tanzania,Mwanza,-11.9031,30.5609,1632.0,2017-02-10,6.375,156.3,2.205,6.47,64.39,23.1,41.3,35.6,1.091,48.7,,,549,Forest,,,85.5
UGA_2017_0167,Uganda,Northern,-9.7666,28.9379,932.0,2017-04-29,4.948,120.25,2.367,6.1,43.96,83.1,7.7,9.2,1.29,,,,1263,Cropland,,,70.67
ZIM_2015_0168,Zimbabwe,Matabeleland,-10.6188,34.2026,1348.0,2015-08-27,4.617,46.14,2.685,7.28,41.28,39.2,35.2,25.6,1.281,30.56,0.191,0.169,565,Grassland,,,55.9
TAN_2022_0169,Tanzania,Mara,-7.4015,35.0271,1058.0,2022-06-26,1.785,24.62,0.408,7.12,18.07,13.7,18.6,67.7,1.09,31.63,0.229,0.174,713,Cropland,Millet,728.0,30.76
RWA_2019_0170,Rwanda,Western,-12.7996,41.264,2982.0,2019-04-12,4.744,74.3,1.708,5.46,39.92,73.4,8.7,17.9,1.336,25.84,0.49,0.082,1566,Forest,,,47.66
ETH_2021_0171,Ethiopia,Amhara,-11.1702,33.4073,176.0,2021-10-20,4.112,76.59,2.692,6.44,39.32,40.1,40.9,19.0,1.194,,0.481,0.04,950,Cropland,,,61.59
RWA_2021_0172,Rwanda,Northern,0.7858,28.437,446.0,2021-05-21,0.619,137.61,0.52,6.22,7.92,70.1,21.7,8.2,1.107,8.06,0.327,0.194,1143,,,,40.89
KEN_2022_0173,Kenya,Nyanza,3.9155,30.7595,297.0,2022-05-27,6.678,35.49,,3.8,66.35,11.6,49.2,39.2,0.989,48.7,0.289,0.024,908,Cropland,,,51.58
MAL_2018_0174,Malawi,Northern,-13.7678,30.275,1284.0,2018-11-14,3.005,45.98,3.28,8.26,28.81,36.1,33.6,30.3,1.39,27.25,0.429,0.022,1014,,,,39.1
TAN_2015_0175,Tanzania,Mara,-10.7859,31.1855,762.0,2015-06-08,5.114,136.3,2.114,5.24,42.92,71.1,10.8,18.1,1.157,27.25,0.303,0.041,421,Cropland,,,61.71
MAL_2017_0176,Malawi,Southern,-1.6517,28.1787,970.0,2017-02-16,6.015,90.02,,3.8,48.81,31.5,47.0,21.5,1.35,29.71,0.647,0.018,349,Cropland,,,55.02
ZAM_2018_0177,Zambia,Lusaka,-13.8724,33.1714,4289.0,2018-03-09,3.438,46.43,1.058,8.25,37.29,17.9,33.0,49.2,1.27,38.73,,,705,Forest,,,39.67
MAL_2023_0178,Malawi,Southern,1.2121,38.2973,757.0,2023-05-20,4.77,68.87,,6.68,45.98,,,,1.374,47.57,0.632,0.213,786,Cropland,,,65.62
ZIM_2020_0179,Zimbabwe,Matabeleland,3.0807,32.4825,527.0,2020-02-28,5.485,,1.784,5.2,54.46,55.5,29.1,15.4,1.285,39.93,0.664,0.122,673,Bare,,,63.27
TAN_2021_0180,Tanzania,Mwanza,-6.234,31.6777,896.0,2021-10-13,2.774,61.68,0.939,5.69,40.1,,,,1.09,24.87,0.555,0.133,936,Cropland,,,40.67
ZAM_2019_0181,Zambia,Lusaka,-2.7019,34.7539,1188.0,2019-10-02,2.999,53.13,1.473,5.8,26.26,72.6,17.1,10.3,1.474,,0.188,0.03,752,Cropland,,,42.17
RWA_2020_0182,Rwanda,Western,-12.1775,28.0111,1597.0,2020-02-25,4.73,49.17,1.814,5.35,39.98,18.5,42.0,39.5,1.277,38.26,0.38,0.087,1030,Cropland,,,52.18
KEN_2023_0183,Kenya,Nyanza,-14.4852,32.7747,2131.0,2023-06-17,3.282,48.81,0.79,6.69,32.32,10.0,29.5,60.4,1.091,37.71,,,720,,Sorghum,1766.0,44.97
ZIM_2019_0184,Zimbabwe,Manicaland,3.1189,35.9353,1387.0,2019-11-29,3.406,69.6,3.87,6.78,29.42,80.4,6.1,13.5,1.237,19.81,0.649,0.147,492,Cropland,Maize,4066.0,64.57
KEN_2022_0185,Kenya,Central,-14.816,36.7816,506.0,2022-03-01,6.729,80.57,3.762,6.9,54.53,78.8,13.1,8.2,1.165,27.76,0.521,0.015,784,,,,68.65
TAN_2022_0186,Tanzania,Kilimanjaro,-12.393,39.145,950.0,2022-07-09,0.624,26.83,0.354,6.8,8.0,21.9,16.1,61.9,1.214,25.08,,,531,Bare,,,31.15
ZAM_2017_0187,Zambia,Eastern,3.6383,31.9042,1276.0,2017-08-01,4.005,83.16,1.574,9.05,35.69,15.5,48.4,36.1,1.234,30.92,0.414,0.061,862,Cropland,,,46.13
ZIM_2021_0188,Zimbabwe,Manicaland,-1.9045,31.198,567.0,2021-05-24,2.018,26.82,1.881,4.86,20.88,65.7,19.8,14.6,1.309,18.35,0.215,0.295,594,Grassland,,,31.38
UGA_2022_0189,Uganda,Northern,-2.1558,31.4388,1839.0,2022-05-01,2.647,59.78,1.432,6.65,25.56,46.0,38.0,16.0,1.185,17.02,0.79,0.115,776,Cropland,,,43.99
MAL_2020_0190,Malawi,Southern,-5.2788,32.393,844.0,2020-02-01,3.932,,1.525,6.62,35.53,78.6,1.6,19.8,1.157,24.14,0.384,0.013,787,Cropland,,,50.19
ETH_2016_0191,Ethiopia,Tigray,-2.4219,29.6511,2453.0,2016-12-05,2.302,55.87,0.73,6.49,24.81,17.5,25.0,57.6,1.226,34.76,0.438,0.01,762,Cropland,,,41.49
KEN_2020_0192,Kenya,Western,-1.2892,34.107,1441.0,2020-05-04,1.623,37.75,0.826,5.06,22.36,14.1,39.1,46.7,1.177,25.34,0.202,0.098,479,Grassland,,,26.71
UGA_2023_0193,Uganda,Central,-14.6832,35.8093,433.0,2023-04-17,4.748,107.25,2.337,7.35,40.03,25.9,23.2,50.8,,40.91,0.828,0.102,1541,,,,60.54
UGA_2017_0194,Uganda,Eastern,-14.7866,36.7184,1924.0,2017-11-02,1.741,28.64,2.256,7.26,16.52,70.6,16.6,12.8,,13.59,0.61,0.041,1377,Cropland,,,35.14
TAN_2023_0195,Tanzania,Mwanza,0.4265,39.7802,1685.0,2023-05-09,2.761,52.06,2.382,7.25,27.41,27.3,27.2,45.5,,33.75,0.529,0.083,550,Cropland,,,45.8
KEN_2015_0196,Kenya,Rift Valley,1.4316,35.7628,1970.0,2015-07-03,5.141,82.85,1.304,6.3,47.03,11.0,35.4,53.6,1.227,43.73,,,832,Cropland,,,54.98
KEN_2019_0197,Kenya,Rift Valley,-7.2373,30.3906,1350.0,2019-01-27,2.774,16.07,,5.29,30.35,27.2,22.1,50.7,1.198,37.26,0.451,0.302,915,Grassland,,,29.45
ETH_2022_0198,Ethiopia,Oromia,-12.0027,36.0056,613.0,2022-08-18,3.084,53.35,1.64,5.85,28.55,42.8,38.3,18.9,1.134,,0.394,0.014,818,,,,46.18
ETH_2023_0199,Ethiopia,Tigray,3.0297,31.7854,1943.0,2023-04-24,5.142,99.89,2.694,5.36,,15.0,49.9,35.1,1.338,38.36,,,506,Cropland,Tea,2795.0,63.2
ZIM_2015_0200,Zimbabwe,Manicaland,-9.3873,41.6112,1251.0,2015-02-01,3.269,103.09,1.744,8.36,34.93,64.9,27.8,7.4,1.449,13.25,,,992,,,,47.73
ZAM_2016_0201,Zambia,Eastern,-5.5848,40.2936,2660.0,2016-09-08,3.068,56.74,3.35,3.8,30.14,13.4,22.6,64.0,1.09,41.54,0.663,0.019,357,Forest,,,42.45
ETH_2020_0202,Ethiopia,Oromia,-9.6005,38.7579,903.0,2020-11-07,3.892,84.75,1.491,7.36,31.6,,,,1.218,41.12,,,1006,,,,55.5
RWA_2021_0203,Rwanda,Eastern,-13.0459,28.21,614.0,2021-11-02,5.511,64.13,1.918,7.19,47.53,19.1,17.8,63.0,1.315,48.7,0.368,0.033,694,Cropland,,,63.56
ZAM_2016_0204,Zambia,Lusaka,-10.9293,30.1805,956.0,2016-12-01,2.826,46.04,0.691,6.11,24.95,12.9,33.4,53.7,,35.11,0.182,0.01,859,Forest,,,35.96
UGA_2022_0205,Uganda,Northern,3.558,39.5973,738.0,2022-04-27,4.481,80.72,2.302,5.59,40.19,,,,1.097,27.28,0.433,0.012,1199,Cropland,Sweet Potato,2308.0,53.36
ZAM_2016_0206,Zambia,Copperbelt,-3.0127,33.8626,580.0,2016-06-09,3.71,64.46,1.676,6.53,,67.2,27.5,5.3,1.362,26.79,0.65,0.037,646,Cropland,Tea,1793.0,50.42
MAL_2022_0207,Malawi,Northern,-8.8228,37.224,584.0,2022-02-04,1.867,32.67,1.018,6.99,28.96,66.8,13.3,19.9,1.276,,0.443,0.046,636,Grassland,,,33.68
ETH_2016_0208,Ethiopia,Tigray,2.5706,32.2257,1829.0,2016-07-09,4.996,78.62,2.438,8.22,45.59,14.8,20.3,64.9,1.178,48.7,0.513,0.054,780,Cropland,,,56.35
MAL_2016_0209,Malawi,Southern,-14.7449,37.7332,2444.0,2016-07-29,0.839,35.16,0.817,5.82,16.34,32.0,35.4,32.6,1.36,20.37,,,699,Forest,,,29.9
ZAM_2015_0210,Zambia,Eastern,-3.9254,41.8098,275.0,2015-05-28,3.359,99.53,1.683,8.37,30.38,,,,1.177,38.27,0.587,0.02,560,,,,47.66
ETH_2017_0211,Ethiopia,Amhara,-10.085,36.0774,1677.0,2017-12-03,5.551,81.85,1.409,5.21,61.43,75.8,10.7,13.6,1.378,31.5,,,1066,Cropland,,,53.15
ETH_2023_0212,Ethiopia,SNNPR,3.8522,39.4518,1518.0,2023-07-08,3.329,83.36,1.036,6.1,37.81,67.4,18.9,13.7,1.221,,,,585,Grassland,,,52.54
UGA_2023_0213,Uganda,Northern,-0.7958,33.0946,958.0,2023-11-15,3.481,69.29,1.309,7.2,35.45,20.9,15.4,63.7,,42.98,0.545,0.028,1191,Grassland,,,45.91
KEN_2019_0214,Kenya,Nyanza,-7.6,38.3709,2217.0,2019-01-15,2.796,93.09,1.103,3.95,39.7,20.3,20.2,59.6,1.132,45.75,,,857,,,,41.71
RWA_2020_0215,Rwanda,Eastern,-4.4446,35.5604,225.0,2020-01-04,1.646,82.38,1.417,6.12,18.74,21.0,16.8,62.2,1.331,30.44,0.469,0.011,1910,Forest,,,42.66
ZAM_2017_0216,Zambia,Lusaka,-11.6179,29.7659,1478.0,2017-11-21,4.226,69.21,1.497,8.21,36.37,79.9,14.6,5.5,,19.33,0.653,0.031,697,Cropland,,,45.58
UGA_2021_0217,Uganda,Northern,3.6772,39.337,1608.0,2021-08-21,4.584,100.33,3.345,9.2,41.12,36.6,40.7,22.7,1.216,32.26,0.87,0.122,1332,Cropland,,,54.33
RWA_2016_0218,Rwanda,Eastern,-1.0273,37.8551,1023.0,2016-01-27,1.941,69.22,0.856,6.29,18.1,19.1,41.4,39.5,1.429,25.07,0.252,0.02,1097,,,,35.84
KEN_2019_0219,Kenya,Western,-0.5698,29.2338,1407.0,2019-08-15,8.45,98.82,2.483,6.47,67.8,25.0,22.4,52.7,1.018,48.7,0.626,0.037,645,Cropland,,,80.79
ZIM_2019_0220,Zimbabwe,Matabeleland,-11.3533,41.1922,2288.0,2019-04-21,3.509,116.35,3.683,6.55,31.54,11.2,27.2,61.7,1.202,43.15,0.526,0.025,806,Cropland,Millet,2688.0,71.07
ETH_2022_0221,Ethiopia,SNNPR,0.6157,30.6848,1708.0,2022-09-27,5.702,85.81,1.903,6.79,58.48,19.8,29.1,51.1,1.248,44.38,0.644,0.015,548,Cropland,,,67.4
UGA_2015_0222,Uganda,Northern,3.4871,35.6872,275.0,2015-01-04,4.368,58.12,2.542,6.04,37.18,13.4,26.5,60.0,1.246,41.83,0.507,0.031,1390,Cropland,,,52.74
UGA_2019_0223,Uganda,Western,-1.326,28.2756,477.0,2019-05-29,4.145,76.34,2.431,6.8,42.1,48.0,42.5,9.5,,24.06,0.517,0.052,1288,Cropland,,,58.59
ZIM_2021_0224,Zimbabwe,Manicaland,-2.82,32.035,43.0,2021-03-31,5.564,53.91,2.129,5.23,45.54,19.2,43.2,37.6,,36.6,0.754,0.022,717,Cropland,Beans,1502.0,50.96
MAL_2021_0225,Malawi,Northern,-2.25,37.0339,422.0,2021-01-22,3.678,65.28,3.035,7.49,34.36,52.2,42.1,5.8,1.179,16.11,0.516,0.022,628,Cropland,,,50.98
ETH_2021_0226,Ethiopia,SNNPR,-7.03,28.2684,715.0,2021-10-21,2.771,71.03,1.42,7.37,28.98,75.3,16.9,7.9,1.407,15.38,0.471,0.029,1258,Grassland,,,46.94
ZAM_2016_0227,Zambia,Copperbelt,-6.2445,28.3028,1241.0,2016-07-26,5.507,52.61,0.548,8.02,46.89,69.7,11.1,19.2,1.346,,0.017,0.082,842,Bare,,,42.41
TAN_2020_0228,Tanzania,Kilimanjaro,-8.4216,35.1164,1216.0,2020-02-15,5.6,87.54,3.124,4.67,50.7,77.3,14.4,8.2,1.493,31.31,0.798,0.01,563,Grassland,,,64.78
UGA_2021_0229,Uganda,Northern,-0.7183,38.3031,888.0,2021-09-26,,83.57,1.146,6.75,42.45,,,,,25.06,,,1872,Cropland,Tea,1770.0,51.98
MAL_2020_0230,Malawi,Northern,0.2178,41.8044,619.0,2020-03-27,2.066,40.96,0.521,6.73,17.52,69.0,14.5,16.5,1.26,15.37,0.266,0.059,1242,Cropland,,,34.64
ETH_2020_0231,Ethiopia,Amhara,-2.4958,41.8094,537.0,2020-06-28,2.095,74.37,,8.04,21.3,23.2,14.8,62.0,1.31,38.12,,,848,Bare,,,43.9
TAN_2016_0232,Tanzania,Mwanza,-4.9245,37.0433,575.0,2016-03-15,3.593,69.29,1.418,6.4,32.6,35.7,40.3,23.9,1.195,23.82,0.803,0.024,1027,Cropland,,,44.99
TAN_2017_0233,Tanzania,Mara,-0.6219,38.2145,1269.0,2017-11-18,4.806,59.32,3.87,6.0,39.35,71.2,14.6,14.2,1.257,22.68,0.579,0.047,636,Cropland,,,64.71
ZIM_2020_0234,Zimbabwe,Manicaland,-9.6041,35.1601,545.0,2020-11-17,5.702,105.17,3.382,5.64,62.2,39.8,41.3,18.9,1.234,39.64,0.644,0.028,957,Cropland,,,75.46
ETH_2022_0235,Ethiopia,Tigray,1.3164,34.3054,864.0,2022-11-20,0.81,24.96,3.307,6.74,18.09,,,,,11.49,0.347,0.041,839,Grassland,,,39.21
KEN_2023_0236,Kenya,Central,2.873,32.0812,1402.0,2023-02-07,4.589,,1.202,5.08,38.5,41.7,34.6,23.7,,29.96,0.374,0.06,1313,Cropland,,,48.19
KEN_2020_0237,Kenya,Western,-5.0595,28.4489,2011.0,2020-05-26,2.983,31.88,2.28,5.69,31.8,84.0,1.7,14.3,1.208,23.79,-0.0,0.066,881,Cropland,Sorghum,1990.0,41.3
ZAM_2023_0238,Zambia,Copperbelt,-1.3633,41.909,1218.0,2023-01-22,3.832,100.56,0.742,6.64,38.97,77.4,9.8,12.8,1.28,27.7,0.154,0.021,624,Forest,,,58.21
UGA_2022_0239,Uganda,Eastern,-6.6311,32.8239,979.0,2022-09-14,3.536,55.9,0.392,6.45,29.58,27.5,7.8,64.7,1.136,40.12,0.254,0.081,1685,Bare,,,45.09
ZIM_2020_0240,Zimbabwe,Mashonaland,-14.4309,36.811,1190.0,2020-02-13,3.707,77.07,1.694,7.78,32.62,27.2,26.2,46.6,,39.21,0.567,0.028,927,Cropland,,,43.49
KEN_2022_0241,Kenya,Rift Valley,-14.1902,33.6405,1227.0,2022-08-13,5.023,100.24,1.645,6.63,43.25,,,,1.233,41.79,,,890,Cropland,,,65.77
TAN_2020_0242,Tanzania,Arusha,-13.0269,36.6673,1114.0,2020-05-24,3.35,44.05,1.252,8.83,33.84,81.8,8.6,9.6,1.347,21.6,0.646,0.107,504,Cropland,,,32.78
MAL_2015_0243,Malawi,Southern,-6.659,32.9066,361.0,2015-11-20,,84.17,3.615,6.59,52.52,11.4,38.3,50.2,1.145,48.7,,,875,,,,75.57
MAL_2023_0244,Malawi,Northern,-4.9354,34.507,1065.0,2023-12-14,4.019,57.76,1.487,6.95,37.58,69.1,25.1,5.8,,21.22,0.709,0.154,547,Cropland,Cassava,6014.0,51.71
MAL_2017_0245,Malawi,Northern,-6.6347,35.8302,337.0,2017-06-29,,103.14,,6.21,47.11,40.0,39.1,20.9,1.418,28.77,0.87,0.02,645,Bare,,,77.86
ZAM_2016_0246,Zambia,Lusaka,-4.5201,35.0708,1392.0,2016-06-07,6.462,90.96,2.292,4.27,52.52,17.1,30.8,52.1,1.139,48.7,0.48,0.068,817,Cropland,,,61.91
MAL_2023_0247,Malawi,Northern,-6.3653,34.342,535.0,2023-02-17,1.731,110.85,1.55,5.17,23.98,18.6,15.8,65.6,,36.79,0.324,0.032,571,Grassland,,,43.72
MAL_2020_0248,Malawi,Northern,-9.07,30.23,218.0,2020-06-07,2.886,39.09,0.888,8.37,27.3,22.6,21.7,55.7,1.297,34.5,0.45,0.067,665,Bare,,,31.03
MAL_2018_0249,Malawi,Central,-9.9196,40.0362,1245.0,2018-04-26,4.946,83.5,2.527,5.65,46.06,25.0,21.2,53.8,1.15,41.8,0.716,0.059,663,Cropland,,,61.37
RWA_2023_0250,Rwanda,Northern,-0.1508,31.0784,383.0,2023-10-04,1.748,45.18,0.952,7.77,24.92,18.9,27.2,53.9,,41.64,,,1356,Forest,,,34.5
KEN_2017_0251,Kenya,Central,-14.7204,38.8053,1265.0,2017-11-02,5.994,57.15,1.648,6.33,51.92,56.8,25.0,18.2,,38.53,0.506,0.046,572,Cropland,,,61.59
TAN_2022_0252,Tanzania,Mwanza,-9.2973,30.7359,601.0,2022-01-23,4.26,73.29,1.765,7.11,46.54,71.4,18.2,10.5,1.383,25.42,0.598,0.032,558,Cropland,,,57.86
UGA_2019_0253,Uganda,Northern,-11.9185,37.0515,1484.0,2019-08-18,2.337,33.56,2.108,6.04,35.21,14.3,43.6,42.1,1.197,36.78,0.521,0.058,1575,Cropland,,,42.37
RWA_2018_0254,Rwanda,Western,-6.8303,32.8818,1225.0,2018-07-08,5.539,63.32,1.565,6.04,50.66,27.8,17.0,55.2,1.089,48.7,0.458,0.058,1517,Bare,,,56.31
ZIM_2019_0255,Zimbabwe,Matabeleland,4.3282,36.0493,1278.0,2019-07-15,3.387,61.22,1.195,6.68,29.93,12.7,27.5,59.8,1.26,40.12,0.654,0.026,638,Cropland,Cassava,6748.0,51.61
UGA_2019_0256,Uganda,Western,3.6432,33.2435,944.0,2019-01-27,4.211,50.66,1.25,6.54,45.97,18.2,25.5,56.3,1.223,37.98,0.33,0.016,1572,Cropland,,,59.38
MAL_2016_0257,Malawi,Southern,2.459,40.0907,997.0,2016-12-30,3.965,67.73,2.384,8.66,34.69,27.2,7.2,65.6,1.315,,0.578,0.117,259,Forest,,,46.1
RWA_2017_0258,Rwanda,Northern,-0.197,34.2738,1111.0,2017-05-20,,64.09,1.901,8.09,22.71,62.6,18.5,18.9,1.413,,0.561,0.016,1430,Forest,,,37.81
TAN_2016_0259,Tanzania,Kilimanjaro,3.4816,37.3858,980.0,2016-04-23,7.869,55.91,3.17,6.73,66.0,71.3,19.9,8.8,,38.51,0.439,0.173,677,,,,75.7
KEN_2015_0260,Kenya,Eastern,-11.6592,38.047,876.0,2015-07-22,,62.3,1.642,5.53,32.84,29.9,6.4,63.7,1.095,38.69,0.307,0.026,1280,,,,53.77
ZAM_2020_0261,Zambia,Lusaka,-9.549,40.2499,674.0,2020-04-24,6.633,128.6,3.87,4.38,67.4,76.1,15.8,8.1,1.344,41.24,,,424,,,,78.48
ETH_2017_0262,Ethiopia,SNNPR,-1.2365,41.8036,2000.0,2017-03-12,3.258,33.5,1.26,4.98,28.05,61.4,21.1,17.5,1.223,,0.174,0.057,948,Cropland,,,35.4
ZIM_2017_0263,Zimbabwe,Manicaland,-1.5739,41.8627,1249.0,2017-12-28,4.258,65.22,2.468,6.62,37.23,76.4,5.0,18.5,1.16,26.15,0.574,0.055,642,,,,57.39
KEN_2015_0264,Kenya,Western,-6.7301,33.9302,1147.0,2015-05-12,6.047,71.68,1.779,5.25,49.85,17.0,31.4,51.6,1.165,48.51,0.597,0.093,975,,,,59.34
ZAM_2019_0265,Zambia,Lusaka,-1.516,30.8625,984.0,2019-05-02,4.663,69.47,1.167,4.93,37.92,,,,1.28,27.18,,,476,Cropland,,,48.41
UGA_2022_0266,Uganda,Northern,-4.8225,34.5082,1423.0,2022-02-02,4.715,68.27,2.287,7.14,43.9,63.9,28.5,7.5,1.302,27.81,0.569,0.045,1309,Grassland,,,60.2
ZIM_2023_0267,Zimbabwe,Manicaland,-10.1181,38.2062,342.0,2023-01-09,3.85,81.0,2.446,8.36,43.6,10.9,37.3,51.9,1.181,42.49,,,933,Cropland,,,57.1
UGA_2019_0268,Uganda,Western,-3.1949,30.6863,1201.0,2019-08-08,4.937,133.24,2.101,5.82,51.21,53.5,31.4,15.1,1.316,31.61,0.705,0.068,1413,,,,64.02
UGA_2017_0269,Uganda,Northern,-6.7076,28.2479,1366.0,2017-12-07,4.859,60.43,2.816,5.56,45.59,11.2,23.8,65.0,1.076,48.7,0.523,0.182,1617,Cropland,,,54.19
